"GEO_ID","NAME","P2_001N","P2_002N","P2_003N","P2_004N","P2_005N","P2_006N","P2_007N","P2_008N","P2_009N","P2_010N","P2_011N","P2_012N","P2_013N","P2_014N","P2_015N","P2_016N","P2_017N","P2_018N","P2_019N","P2_020N","P2_021N","P2_022N","P2_023N","P2_024N","P2_025N","P2_026N","P2_027N","P2_028N","P2_029N","P2_030N","P2_031N","P2_032N","P2_033N","P2_034N","P2_035N","P2_036N","P2_037N","P2_038N","P2_039N","P2_040N","P2_041N","P2_042N","P2_043N","P2_044N","P2_045N","P2_046N","P2_047N","P2_048N","P2_049N","P2_050N","P2_051N","P2_052N","P2_053N","P2_054N","P2_055N","P2_056N","P2_057N","P2_058N","P2_059N","P2_060N","P2_061N","P2_062N","P2_063N","P2_064N","P2_065N","P2_066N","P2_067N","P2_068N","P2_069N","P2_070N","P2_071N","P2_072N","P2_073N"
"0500000US37161","Rutherford County, North Carolina","64444","3286","61158","58590","52026","5836","152","343","23","210","2568","2442","941","970","106","11","296","63","11","3","23","5","3","3","7","0","0","113","49","14","5","16","10","5","4","7","0","0","0","0","0","0","0","0","0","3","0","0","9","0","5","2","0","0","0","0","0","0","2","0","0","0","0","0","4","0","4","0","0","0","0","0","0"
"0500000US37163","Sampson County, North Carolina","59036","12249","46787","45065","29729","13944","1002","216","18","156","1722","1626","488","641","78","13","131","186","27","8","43","5","0","2","3","1","0","90","49","12","2","8","6","0","1","4","2","0","0","0","0","0","0","4","2","0","0","0","6","1","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37165","Scotland County, North Carolina","34174","1106","33068","31512","14247","13094","3705","339","15","112","1556","1461","311","802","40","1","65","188","10","0","24","2","2","0","12","4","0","88","66","6","0","8","0","0","0","6","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0"
"0500000US37167","Stanly County, North Carolina","62504","3086","59418","57135","48645","7000","210","1140","9","131","2283","2179","677","1004","172","3","224","45","2","0","45","7","0","0","0","0","0","101","61","0","0","5","4","2","12","6","3","0","0","0","0","6","0","0","2","0","0","0","3","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37169","Stokes County, North Carolina","44520","1456","43064","41614","39609","1619","140","158","11","77","1450","1393","284","764","103","11","186","17","9","10","4","5","0","0","0","0","0","53","36","2","1","2","1","4","3","2","0","0","0","0","0","2","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","1","1","0","0","0","0","0","1","1"
"0500000US37171","Surry County, North Carolina","71359","8496","62863","60843","57771","2413","130","370","11","148","2020","1912","475","954","124","10","294","34","1","0","9","3","0","2","0","6","0","84","56","7","0","8","7","0","0","1","0","0","0","2","0","0","3","0","0","0","0","0","24","6","2","12","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37173","Swain County, North Carolina","14117","592","13525","12780","8541","102","4030","53","10","44","745","695","51","527","30","2","35","39","1","0","1","3","2","4","0","0","0","44","17","5","0","2","1","1","3","1","1","1","4","0","0","1","0","2","3","2","0","0","6","3","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37175","Transylvania County, North Carolina","32986","1698","31288","29981","28542","1027","102","173","22","115","1307","1231","292","610","99","10","169","16","14","3","6","0","1","0","6","5","0","65","32","4","0","7","15","0","4","1","0","0","0","0","0","0","0","2","0","0","0","0","8","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","0","0","0","0","0","0"
"0500000US37177","Tyrrell County, North Carolina","3245","272","2973","2874","1879","934","5","43","0","13","99","78","36","19","5","0","8","4","0","0","0","0","3","0","0","0","3","18","3","0","0","3","3","1","0","0","0","1","0","3","2","1","0","0","0","0","0","1","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37179","Union County, North Carolina","238267","30110","208157","199059","161113","26500","641","9516","90","1199","9098","8610","2190","2726","1484","46","1565","220","135","26","138","6","0","2","26","41","5","463","220","102","7","43","41","6","10","17","6","1","4","0","4","2","0","0","0","0","0","0","25","13","0","10","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37181","Vance County, North Carolina","42578","3717","38861","37818","16243","21081","91","284","9","110","1043","955","440","201","99","5","55","93","22","4","26","0","0","6","0","4","0","81","53","13","2","7","1","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","5","0","0","2","1","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","2","0","0"
"0500000US37183","Wake County, North Carolina","1129410","128241","1001169","955643","645020","204535","2760","96665","453","6210","45526","42429","10626","8534","11103","367","6832","2063","962","126","1157","125","9","41","176","296","12","2807","1390","444","52","248","219","12","26","211","70","6","51","20","19","16","18","5","0","0","0","0","256","116","16","58","16","21","7","18","0","0","3","0","1","0","0","0","31","26","0","2","3","0","0","3","3"
"0500000US37185","Warren County, North Carolina","18642","739","17903","17342","7209","9049","953","62","4","65","561","494","155","131","16","7","31","114","6","14","13","1","0","1","0","3","2","48","28","0","2","0","0","0","1","2","5","0","3","0","6","0","0","0","1","0","0","0","7","0","2","0","0","0","0","0","0","0","0","2","0","0","0","3","8","5","3","0","0","0","0","4","4"
"0500000US37187","Washington County, North Carolina","11003","371","10632","10399","4958","5350","15","37","3","36","233","224","90","58","13","2","22","29","0","0","7","0","2","0","1","0","0","8","2","3","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37189","Watauga County, North Carolina","54086","3521","50565","48556","44986","2101","82","938","11","438","2009","1923","384","764","251","28","344","7","9","7","8","0","3","0","114","4","0","73","23","9","0","2","14","0","6","4","8","3","0","0","1","0","0","0","3","0","0","0","4","0","0","3","0","0","0","0","0","0","0","0","1","0","0","0","9","5","4","0","0","0","0","0","0"
"0500000US37191","Wayne County, North Carolina","117333","14927","102406","97930","60199","35329","335","1542","71","454","4476","4142","1515","1070","578","27","399","236","110","26","146","1","10","0","15","5","4","295","135","49","10","28","4","0","18","26","11","0","1","4","1","4","1","0","0","0","0","3","34","12","0","4","6","4","0","6","1","0","0","1","0","0","0","0","5","3","0","0","0","2","0","0","0"
"0500000US37193","Wilkes County, North Carolina","65969","4654","61315","59442","56316","2580","86","324","5","131","1873","1807","566","873","102","3","184","37","16","1","8","0","8","3","6","0","0","53","38","0","0","9","1","1","3","0","0","0","1","0","0","0","0","0","0","0","0","0","9","4","0","3","1","0","1","0","0","0","0","0","0","0","0","0","4","4","0","0","0","0","0","0","0"
"0500000US37195","Wilson County, North Carolina","78784","9024","69760","67354","36106","29842","239","900","10","257","2406","2193","888","512","225","4","195","220","26","12","97","0","0","2","9","3","0","176","129","17","0","3","8","6","2","5","0","0","1","0","3","0","2","0","0","0","0","0","23","6","2","2","6","0","0","7","0","0","0","0","0","0","0","0","6","6","0","0","0","0","0","8","8"
"0500000US37197","Yadkin County, North Carolina","37214","4382","32832","31720","30357","1071","63","142","0","87","1112","1056","225","568","49","10","185","3","1","2","0","0","2","3","8","0","0","51","34","6","0","0","4","2","3","0","2","0","0","0","0","0","0","0","0","0","0","0","5","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US37199","Yancey County, North Carolina","18470","1016","17454","16867","16625","104","57","40","1","40","587","548","59","356","26","0","90","6","1","0","4","0","0","0","1","5","0","38","3","7","2","14","3","0","5","0","0","0","0","0","4","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38001","Adams County, North Dakota","2200","36","2164","2094","2028","12","14","39","1","0","70","62","3","28","2","2","25","0","0","0","1","0","0","0","1","0","0","8","0","2","0","1","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38003","Barnes County, North Dakota","10853","185","10668","10328","9964","177","92","69","2","24","340","329","44","141","42","8","81","5","2","0","0","0","0","0","6","0","0","7","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","4","0","0","0","0"
"0500000US38005","Benson County, North Dakota","5964","89","5875","5732","2532","2","3190","7","0","1","143","133","8","101","2","0","8","5","0","1","0","7","0","0","1","0","0","10","1","0","3","1","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38007","Billings County, North Dakota","945","22","923","915","902","4","3","6","0","0","8","7","1","0","1","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"0500000US38009","Bottineau County, North Dakota","6379","141","6238","5972","5688","31","197","42","1","13","266","259","22","187","14","2","28","4","1","0","1","0","0","0","0","0","0","7","4","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38011","Bowman County, North Dakota","2993","129","2864","2814","2760","0","34","17","3","0","50","48","9","30","0","0","9","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38013","Burke County, North Dakota","2201","59","2142","2099","2049","12","21","12","0","5","43","40","5","20","8","0","6","0","0","0","0","0","0","1","0","0","0","3","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38015","Burleigh County, North Dakota","98458","3084","95374","92198","84349","2227","4053","1043","316","210","3176","3077","493","1491","424","33","494","64","0","3","14","7","18","8","24","0","4","97","53","4","2","1","11","0","1","13","5","0","0","0","2","5","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0"
"0500000US38017","Cass County, North Dakota","184525","6182","178343","171142","149442","12761","2367","6034","79","459","7201","6891","1472","2717","1174","59","1142","136","85","14","37","12","4","1","30","8","0","293","154","51","0","12","38","0","6","22","4","0","4","0","0","2","0","0","0","0","0","0","17","12","0","0","2","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0"
"0500000US38019","Cavalier County, North Dakota","3704","45","3659","3546","3485","2","28","16","0","15","113","113","13","55","7","0","28","8","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38021","Dickey County, North Dakota","4999","199","4800","4661","4572","19","26","27","0","17","139","137","21","49","21","1","36","3","1","0","5","0","0","0","0","0","0","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38023","Divide County, North Dakota","2195","53","2142","2082","2024","23","17","11","4","3","60","56","9","22","9","0","14","1","0","0","0","0","0","0","0","1","0","3","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0"
"0500000US38025","Dunn County, North Dakota","4095","107","3988","3761","3241","23","455","32","0","10","227","217","43","117","15","5","14","11","0","0","0","7","3","0","1","1","0","8","3","0","2","0","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0"
"0500000US38027","Eddy County, North Dakota","2347","77","2270","2167","2102","5","60","0","0","0","103","93","19","59","1","0","11","0","1","0","1","0","1","0","0","0","0","9","5","0","2","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38029","Emmons County, North Dakota","3301","35","3266","3195","3162","0","13","12","0","8","71","68","18","29","8","1","12","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38031","Foster County, North Dakota","3397","66","3331","3243","3199","7","18","13","0","6","88","78","17","39","7","2","7","1","0","0","4","0","0","0","0","0","1","10","2","0","0","0","2","0","1","2","0","0","0","0","0","2","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38033","Golden Valley County, North Dakota","1736","48","1688","1623","1600","5","12","1","1","4","65","60","5","18","17","2","14","0","0","0","1","3","0","0","0","0","0","5","2","1","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0500000US38035","Grand Forks County, North Dakota","73170","3657","69513","66101","58755","3009","1637","2479","52","169","3412","3255","570","1326","576","28","569","56","38","0","41","6","0","0","43","2","0","150","67","20","1","13","5","0","8","26","4","0","0","0","0","1","0","0","0","0","0","5","6","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0"
